ID,Category,Issue,Symptoms,Solution Steps,Severity,Estimated Resolution Time,Common Causes,Keywords,Urdu Solution,Documentation Link
78,Cloud Computing,AWS instance not starting - Variant 30,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",Low,7 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
79,Cloud Computing,AWS instance not starting - Variant 37,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",High,27 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
80,Cloud Computing,AWS instance not starting - Variant 41,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",High,36 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
81,Cloud Computing,AWS instance not starting - Variant 26,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",High,31 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
82,Cloud Computing,AWS instance not starting - Variant 20,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",High,37 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
83,Cloud Computing,AWS instance not starting - Variant 39,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",Medium,30 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
84,Cloud Computing,AWS instance not starting - Variant 8,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",High,6 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
85,Cloud Computing,AWS instance not starting - Variant 46,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",Medium,43 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
86,Cloud Computing,AWS instance not starting - Variant 33,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",Low,20 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
87,Cloud Computing,AWS instance not starting - Variant 44,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",Low,42 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
88,Cloud Computing,AWS instance not starting - Variant 31,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",Low,42 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
89,Cloud Computing,AWS instance not starting - Variant 33,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",High,15 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
90,Cloud Computing,AWS instance not starting - Variant 6,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",High,27 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
91,Cloud Computing,AWS instance not starting - Variant 36,Instance stuck in 'pending' state,"Check instance status in AWS console, review security group settings, restart instance",Medium,22 hours,"Typical configuration error, outdated software, or user action","cloud computing, aws, instance stuck in 'pending' state","حل: Check instance status in AWS console, review security group settings, restart instance",https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/TroubleshootingInstances.html
